Training file read
Movie User Rating Prediction
8 573364  1.0 3.088410711927952
6971 2272187  5.0 4.513103379106795
6971 1343381  5.0 4.1668159835147485
6971 2476907  5.0 3.9322491876581513
6971 2457946  5.0 4.291005778334349
6971 2445470  5.0 4.501659354001404
6971 704598  1.0 3.0466583940984036
6971 2090005  4.0 4.070795994847805
6971 619394  5.0 4.31096537071621
6971 243868  5.0 4.411803888298957
6971 1809696  5.0 4.787098020611814
6971 1579537  4.0 3.319009744511721
6971 690754  4.0 3.89470814991234
6971 2343113  4.0 3.882300065546187
6971 1247574  3.0 3.384141041369406
6971 477502  3.0 3.82499377393174
6971 1675676  4.0 4.147809563953551
6971 813489  5.0 4.0136969104341595
6971 2201483  4.0 4.558670359639967
6971 1809784  5.0 3.6638790517584896
6971 50677  4.0 3.7718699873554375
6971 762651  4.0 4.226414785417027
6971 979169  5.0 3.78081622525545
6971 485301  3.0 3.936407194182543
6971 2190401  3.0 4.265444804091169
6971 167763  4.0 4.514614324915066
6971 2370719  4.0 4.375840659612591
6971 2276849  4.0 3.843027226913828
6971 660061  3.0 3.8793545179956146
6971 592898  3.0 4.037425389622798
6971 1928698  4.0 3.8579273563059475
6971 895863  5.0 4.172141530652268
6971 859384  4.0 4.151502688913752
6971 1829704  4.0 4.1702829207262395
6971 2559719  4.0 3.9385855123969304
6971 489259  5.0 4.4551991795919665
6971 409343  5.0 4.51785649362486
6971 1293508  5.0 4.131351319806289
6971 1631698  4.0 3.772834911759379
6971 444566  4.0 3.783094101947371
6971 1476176  5.0 4.288017852970303
6971 728626  5.0 4.56213632219341
6971 874830  5.0 4.11049134295013
6971 1913241  5.0 3.8227497628305493
6971 1105040  4.0 4.463977024059645
6971 2458826  3.0 3.9896094141950957
6971 1448522  4.0 4.367937983884813
6971 289710  4.0 4.488997026014817
6971 2398894  2.0 3.425654712865655
6971 2321028  4.0 4.309417077345793
6971 1079115  5.0 3.7577990361518476
6971 2090953  4.0 4.322758676951711
6971 1154697  4.0 3.983098770703759
6971 2395020  5.0 4.614238421934683
6971 1467035  3.0 3.401564271175645
6971 812726  5.0 4.097229763113342
6971 277541  3.0 3.6940170657288016
6971 1048069  5.0 3.750166079346618
6971 1214583  5.0 4.508669452099292
6971 1583282  5.0 5.256816247802587
6971 44518  3.0 4.396358895063078
6971 445900  5.0 4.274042410972724
6971 573928  4.0 3.8267293083325824
6971 341868  4.0 3.911480055828863
6971 487031  4.0 3.923198537045867
6971 1821646  3.0 3.8234943590647505
6971 1313211  3.0 3.6980868973949512
6971 1812188  5.0 4.330457099243882
6971 1029833  4.0 4.012463323326561
6971 1921243  4.0 3.182288981740911
6971 1080282  5.0 3.5728748398629517
6971 825576  3.0 3.1805262160113665
6971 1659075  4.0 4.088745873871318
6971 2577882  5.0 3.7683210561568514
6971 1141769  4.0 3.783599145600208
6971 998236  2.0 3.9451677237203593
6971 2558741  5.0 4.7593447616718745
6971 2117911  5.0 4.265195482185094
6971 2081789  3.0 4.117901138091166
6971 1759957  4.0 4.283068375599823
6971 1879179  4.0 4.041301949868065
6971 2592723  5.0 4.513825198565609
6971 583070  4.0 3.923736934947671
6971 46140  5.0 4.902139370849868
6971 1440804  4.0 3.631910463395567
6971 2636012  2.0 3.8281569740923747
6971 2538157  5.0 4.127455182491594
6971 584973  5.0 4.211216551173779
6971 59005  3.0 3.1211215530565535
6971 714349  5.0 3.833559710704056
6971 1629795  3.0 3.9946580776089102
6971 2290481  4.0 4.091198733061602
6971 1566401  4.0 3.8180410909796576
6971 616093  3.0 3.5484146884258623
6971 366894  3.0 4.105910473707654
6971 1716976  5.0 4.450362891380978
6971 508915  4.0 4.041646261695197
6971 1637481  4.0 4.135848596977961
6971 2516156  5.0 4.249206702140975
6971 2063973  3.0 4.605526330079999
6971 232138  5.0 4.129875166910673
6971 742086  5.0 3.779198972149513
6971 1629801  4.0 3.8218249245391944
6971 633647  5.0 4.226810553579546
6971 412805  4.0 3.8137065409371607
6971 1237272  4.0 3.796387620628252
6971 728941  5.0 4.450749946422962
6971 2381792  4.0 3.9737546183482655
6971 2030708  4.0 3.484461232516087
6971 1794585  5.0 3.800069735593692
6971 2297654  3.0 3.8198055539365323
6971 98387  5.0 4.415157438315575
6971 566842  3.0 3.4074211840043525
6971 2513157  3.0 3.6061475915736625
6971 188613  4.0 3.6362882346032
6971 1449101  4.0 3.7841115898648163
6971 217762  4.0 3.8134114779658024
6971 1671155  5.0 4.0954428040478685
6971 1125189  5.0 3.9297912475100087
6971 1634652  5.0 4.861608891882323
6971 2223935  5.0 4.096147561094091
6971 2429654  3.0 4.130789570306019
6971 441723  5.0 3.7957001370948618
6971 2180472  5.0 4.6427899109704684
6971 938714  4.0 4.018512669352412
6971 760774  4.0 3.8063329030615893
6971 1400108  4.0 3.660691714369487
6971 2474184  4.0 4.09610170488569
6971 1961675  4.0 3.379489876783449
6971 6206  4.0 4.197858173311827
6971 2641459  4.0 4.244215341160311
6971 1512224  4.0 3.8187447405965393
6971 319526  4.0 3.578225189672062
6971 1272199  5.0 5.164077778308569
6971 997236  4.0 3.684538520651305
6975 2083367  3.0 2.5845368572641085
6975 2201882  4.0 2.0475962601055726
6979 1897107  3.0 3.6170919042919847
6979 522647  3.0 3.553399582080387
6979 1107588  1.0 2.327652089197928
6979 1183758  3.0 2.762725046591325
6979 952636  4.0 3.844786053855006
6979 1486911  3.0 3.275362876047592
6979 57633  3.0 2.703880971181398
6985 1580125  1.0 3.3216044922343886
6985 1298511  3.0 2.8692337948918314
6985 1197388  3.0 3.2197593389694705
6985 2561682  5.0 4.1419739331364225
6985 128040  5.0 4.064141868239052
6985 1621754  4.0 3.54664344062583
6985 2118461  4.0 3.6620692389433036
6985 2034632  3.0 4.035020578311976
6988 716091  3.0 3.422444749725737
6988 1957175  4.0 3.514430998593474
6988 2340465  3.0 2.932605339857701
6988 1177203  3.0 2.946553043732554
6988 1857968  4.0 3.5263773369597526
6988 24344  3.0 3.3618151831163257
6988 248932  4.0 3.445966942765483
6988 2438169  3.0 3.46042965082859
6988 2643082  3.0 3.154286408285885
6988 781949  4.0 3.696592214717314
6988 131873  3.0 3.4395882190886082
6988 549534  2.0 3.120342851107552
6988 329712  3.0 3.1115186762695832
6988 1579413  2.0 3.6783053337354703
6988 2266857  4.0 2.8944408299966096
6988 2596383  3.0 2.7005881482581318
6988 76497  4.0 3.3132845947838607
6988 436806  3.0 3.17711203049424
6988 620147  4.0 3.560577509347844
6988 1602952  2.0 3.0230303545423003
6988 1814136  4.0 3.304305784477696
6988 2331662  3.0 3.4581852663878787
6988 1828587  5.0 3.368924342326276
6988 1108304  3.0 2.983826836755623
6988 238525  3.0 3.509392468809544
6988 1046137  4.0 3.3900115145862704
6988 1111748  4.0 3.1458954583064584
6988 1620201  2.0 2.9052539432808784
6988 883478  2.0 3.128122602164475
6988 1858421  4.0 3.5294864538654798
6988 291477  3.0 3.770675054852061
6988 1937449  3.0 3.679620402676731
6988 868680  4.0 3.4595596279917875
6988 1041295  3.0 3.7003579874712584
6988 1531344  4.0 3.7549729978445106
6988 769929  1.0 3.216650910962383
6988 1738784  5.0 3.4636500034185587
6988 417759  1.0 4.109020730743181
6988 192869  3.0 3.2796778029487927
6988 1952860  5.0 4.552733443114181
6988 1755612  3.0 3.604175320108967
6988 328674  4.0 3.7713350957775464
6988 223269  1.0 2.9799740520193363
6988 1959049  5.0 3.119717740968374
6988 174783  3.0 3.4123413831223606
6988 1626388  3.0 2.604748194976207
6988 1570077  3.0 3.8015724192384823
6988 699237  4.0 3.905169975641044
6988 592734  3.0 3.188260409170765
6988 93355  4.0 3.2692826353259563
6988 873447  4.0 3.5298786062619025
6988 2579306  3.0 2.9888036369976136
6988 1210971  3.0 3.1827444188834764
6988 545158  4.0 3.377209978481905
6988 204178  4.0 3.6973147026106448
6988 1943605  3.0 3.6549870589700464
6988 2198070  3.0 3.5719623028449536
6988 1277678  2.0 2.8063635801899234
6988 1261827  4.0 3.6097083733962645
6988 460086  3.0 3.364027768109397
6988 2627800  2.0 2.9445294581801287
6988 66885  3.0 3.443449380592642
6988 879221  3.0 2.923137333428742
6988 2299951  4.0 3.228592941336685
6988 1668044  2.0 3.3193234896516897
6988 496436  4.0 2.360568095489113
6988 1218225  3.0 3.474941211268541
6988 408200  3.0 2.993122473911936
6988 905048  3.0 3.3436196599963774
6988 17634  4.0 3.3952737315655437
6988 1059101  3.0 3.0616736907940325
6988 522176  4.0 3.627396807561581
6988 1451807  2.0 3.436154600770053
6988 1042087  3.0 2.4273975007618502
6988 2194079  5.0 3.923771995664389
6988 633256  3.0 2.811895598757944
6988 2260832  4.0 2.356893043579384
6988 2240776  3.0 3.462469360745955
6988 1595389  2.0 3.3143181109488666
6988 113256  4.0 2.8629532494103267
6988 2528146  3.0 3.0935564542229286
6988 2286785  3.0 3.5851228958291963
6988 1944201  4.0 3.398011696765545
6988 507094  3.0 3.3559963928439935
6988 1757577  3.0 2.3158257361921395
6988 2223273  3.0 3.2112464999800077
6988 1872926  3.0 2.881829599701898
6988 200645  3.0 3.07812872929577
6988 802944  3.0 3.55666841214674
6988 541135  3.0 3.2518245489239344
6988 589847  3.0 3.727674505887808
6988 2510050  4.0 3.8075461090159544
6988 2040324  3.0 3.1755408798094136
6988 533160  2.0 2.715889052300142
6988 1833256  3.0 3.4133515543873694
6988 2043195  3.0 3.7371812201605112
6988 86246  3.0 3.410129189793949
6988 325552  3.0 3.2710662562424435
6988 669701  5.0 3.797781181416111
6988 2525542  4.0 3.56009486850768
6988 1521076  3.0 3.444800529223545
6988 690615  4.0 3.2395233398465004
6988 1090296  3.0 3.0340737689135358
6988 2646058  4.0 3.079470407749027
6988 1671947  2.0 2.894184358361216
6988 438340  2.0 3.121624858508883
6988 700049  2.0 3.0632144676928172
6988 1811259  2.0 3.4560916021021013
6988 563705  3.0 2.7922748547042455
6988 2072941  4.0 3.424674511661031
6988 66540  1.0 3.0592784340999146
6988 1513510  5.0 3.24644664272261
6988 343490  2.0 3.4010669245560803
6988 306658  2.0 3.1045162514428917
6988 117628  3.0 3.6464361562955463
6988 1663227  4.0 3.368294348745855
6988 277099  3.0 3.3518509767413747
6988 429045  3.0 3.1092496962912177
6988 1631898  3.0 3.796498667704713
6988 1422346  4.0 4.00731735127743
6988 1996328  2.0 3.5427776660767054
6988 1211706  2.0 3.383908262634696
6988 2491429  3.0 3.8138313335984106
6988 1788794  3.0 3.628211596183113
6988 1385728  3.0 3.7724479650868705
6988 399971  4.0 3.548512112954988
6988 962164  4.0 2.6980732885553707
6988 437111  3.0 3.5307431569546353
6988 2173152  4.0 3.6180141997537447
6988 1830717  2.0 3.4841351831374427
6988 986015  3.0 3.070967584808005
6988 2099446  3.0 3.484439076005671
6988 1888060  3.0 2.9297072437511433
6988 1710658  3.0 2.8420210875412395
6988 2603059  3.0 3.2585725068308773
6988 2591054  5.0 3.5373489185374547
6988 1106200  3.0 3.5196141093218785
6988 878341  4.0 3.4652500025435127
6988 1894721  3.0 3.5986880999495496
6988 1387525  2.0 2.6229844446602
6988 1524551  1.0 2.0772065760899796
6988 363845  2.0 3.6005040637736094
6988 411512  3.0 2.9998297388601425
6988 1348088  3.0 2.8004719649973198
6988 387897  3.0 3.3179106811003245
6988 1977824  4.0 3.864814665589583
6988 1762296  4.0 3.5445201057745894
6988 2432848  3.0 3.4949960101735553
6988 2329133  3.0 3.237082225921957
6988 1138216  3.0 3.37622219046532
6988 2524129  4.0 3.317573266598215
6988 928636  3.0 3.366796599900247
6988 997890  5.0 3.727515341145489
6988 1769766  3.0 3.410070356811556
6988 217938  3.0 3.4261835763729773
6988 900771  3.0 3.413785283409247
6988 775609  4.0 3.772263913046866
6988 1183856  3.0 2.742841467326242
6988 972204  5.0 3.167772588006656
6988 399772  4.0 4.064677799005916
6988 2000004  3.0 3.1626889038442756
6988 1581954  3.0 4.028632972569432
6988 1262782  5.0 4.574295583878244
6988 1339195  3.0 3.330527565532819
6988 907089  2.0 3.0512945306590735
6988 15420  2.0 2.612445837837203
6988 1170093  3.0 3.467154364537117
6988 489220  4.0 3.283578758710854
6988 690741  4.0 3.962215096012512
6988 1831014  4.0 3.4381315769856315
6988 230967  4.0 3.0997147531138998
6988 1342591  5.0 3.402474397689906
6988 2501829  5.0 3.930051775124291
6988 1383836  3.0 3.559509445819941
6988 835881  4.0 3.4657947111043375
6988 664294  3.0 3.055454476686052
6988 2196083  4.0 3.1473619432574895
6988 2527951  2.0 3.1148085812584174
6988 1945298  4.0 3.53230921043468
6988 1130233  4.0 3.494887564170228
6988 636724  5.0 3.6750157758129616
6988 1762695  4.0 3.400962716053584
6988 271971  4.0 3.338543812492454
6988 246880  4.0 3.9600041635105043
6988 2404750  4.0 2.9388568783980005
6988 2493786  3.0 3.4477282406844143
6988 2583202  4.0 3.497901113114309
6988 402568  2.0 3.5324565048993697
6988 1100964  2.0 3.516734070668457
6988 2489039  4.0 3.456688765395836
6988 2124608  3.0 2.6011109020880574
6988 1417279  3.0 3.165681748908371
6988 101554  4.0 3.07564911670199
6988 687446  3.0 3.463648188331816
6988 2221004  4.0 3.470129334241452
6988 2107407  4.0 3.598334166045306
6988 995154  3.0 2.989996411539772
6988 143938  4.0 3.2055777368507776
6988 1469128  1.0 3.077186696123577
6988 2023200  3.0 3.2194959174860855
6988 679943  1.0 3.3970022807814937
6988 1053115  4.0 3.33193428333573
6988 1794003  3.0 3.236701201393334
6988 729029  2.0 2.931925093124236
6988 2065684  4.0 3.180452903192269
6988 2251258  5.0 3.3134073097524577
6988 1001004  3.0 3.269698146902497
6988 1343413  2.0 2.998665628998521
6988 2381792  3.0 3.256942586568665
6988 1931285  2.0 3.463313572359377
6988 1388741  3.0 3.63023125532847
6988 1331645  4.0 3.2998554675429945
6991 1390768  4.0 3.3723160300964734
6998 292049  4.0 3.0997187223602958
7011 1192830  3.0 2.395010611892172
7011 2240135  3.0 3.5129195103088326
7016 110726  4.0 3.828732433828634
7022 2417151  3.0 3.54480639819304
7022 1207990  3.0 3.5393606951160117
7022 1337293  3.0 2.940094902424668
7022 2422525  3.0 2.9867557248658843
7022 1895059  3.0 3.0926749506562734
7022 1100934  4.0 2.6965936949516913
7061 1520166  1.0 1.958349331205373
7061 2398061  3.0 3.324683734724764
7063 1223912  3.0 2.344989658405267
7063 113983  2.0 2.9656755030272723
7067 2400678  3.0 2.8113794711370845
7067 1583311  1.0 2.6185135605233594
7067 1936617  3.0 2.4037349450949974
7067 1033971  5.0 3.287753600444647
7067 2468443  4.0 3.4546001695159356
7067 1656837  1.0 3.0879510827456054
7067 643182  5.0 3.8764876617705024
7067 255357  4.0 2.8122911249188967
7067 2510923  2.0 3.468703463618161
7067 227469  4.0 2.968274029805298
7067 353820  4.0 3.506624714948608
7067 1654137  5.0 3.4802411529904886
7067 462231  3.0 3.036227075487895
7067 117386  2.0 1.985420483033229
7067 1554601  4.0 3.170482990255922
7067 2205932  5.0 4.76338081110928
7067 1366739  1.0 2.7543872858856755
7067 880866  3.0 2.203226128950957
7067 2639115  2.0 2.9363109510687555
7067 774887  3.0 2.7816349142389116
7067 2384855  4.0 3.3744505728321195
7067 1100551  3.0 3.6199954152946403
7067 2619372  3.0 3.699868816851606
7067 1896369  4.0 3.0334555874904767
7067 2511049  3.0 2.479472617181995
7067 165698  2.0 2.9371837673262684
7067 446309  3.0 3.3562521616629355
7067 1819007  4.0 3.241229398965295
7067 1033629  3.0 2.875696294998369
7067 2576875  4.0 2.3403483400682354
7067 998865  3.0 3.038466914047032
7067 2009204  2.0 2.996953165261166
7067 1521983  3.0 2.9375578708324666
7067 2107198  3.0 2.816368812211102
7067 2287919  4.0 2.65483328705285
7067 1427332  2.0 2.9929332117890155
7067 1938727  5.0 4.3186319358641
7067 151330  1.0 2.642368669200035
7067 680132  3.0 3.1753090685043177
7067 1658098  3.0 2.7472685563610515
7067 2133016  3.0 3.1687430461336303
7067 717542  4.0 2.6930510704381962
7067 1859142  3.0 3.28423125084151
7067 1866730  5.0 3.893437837427134
7067 722289  3.0 2.8938374117002628
7067 2041533  3.0 3.593658084383922
7067 1597249  1.0 2.7864810580512103
7067 1459122  1.0 3.2322496479184064
7067 1084538  2.0 2.7561730606673165
7067 2189434  5.0 3.650298121180953
7067 1192313  4.0 2.717084713327007
7067 1225226  5.0 3.6940739207978894
7067 1030857  1.0 0.9743952649248041
7067 1840368  2.0 2.343855303621532
7067 1690697  4.0 3.6040198688876592
7067 1287155  3.0 2.712463155230627
7067 1026504  4.0 3.631774762308557
7067 544808  3.0 3.6145710289960844
7067 2044473  2.0 3.341099456126149
7067 2550996  3.0 3.1129310037260036
7067 1327781  3.0 2.8911092497305138
7067 1415254  3.0 2.776976052548134
7067 700083  3.0 2.909349409185898
7067 445926  3.0 2.271493280874048
7067 77182  2.0 2.8768308992240086
7067 2024389  3.0 3.1015298449625375
7067 2306987  2.0 2.302585852958731
7067 991670  4.0 3.89144359934612
7067 1350489  4.0 2.6662063173860346
7067 1190158  5.0 3.9886903005243526
7067 1180066  4.0 3.418259710922293
7067 1487730  4.0 3.015679169736478
7067 2359497  4.0 3.1423885551284085
7067 1731410  4.0 3.760296514616364
7067 630242  2.0 2.5480613003673023
7067 2125322  3.0 3.350599635981313
7067 2002196  3.0 2.9419972369024787
7067 2305067  4.0 3.302386999226148
7067 2020448  2.0 2.6740451062842774
7067 399735  4.0 3.288576701455394
7067 1404386  3.0 3.143874014050689
7067 237585  3.0 2.714428183841785
7067 2309300  2.0 3.1160011156824092
7067 365673  5.0 2.838889478798202
7067 124699  1.0 2.578844912406608
7067 1127410  3.0 2.892695432454599
7067 1977655  5.0 3.778877104272486
7067 780334  2.0 3.4385027903990784
7067 1185882  3.0 3.1608777998570154
7067 1847393  2.0 2.8090223138191233
7067 694199  3.0 3.033867590976961
7067 2410362  2.0 2.9522288493291997
7067 1312016  3.0 2.5089921704259637
7067 2475538  2.0 2.9318484439347734
7067 311027  3.0 2.4868087616105345
7067 723328  2.0 3.7517631862061864
7067 1147501  3.0 2.8335182795460514
7067 1716408  1.0 2.812227562628987
7067 1825489  1.0 3.3172336834530585
7067 1706142  4.0 3.8995202579822865
7067 2521079  3.0 3.814526547192976
7067 1931551  5.0 4.0474497125602005
7067 1449358  5.0 2.994587254036502
7067 420273  1.0 2.9777284853109762
7067 1551591  2.0 2.523301979750696
7067 542907  2.0 2.948853670081008
7067 2037890  3.0 2.5036328969067343
7067 874505  4.0 3.8718725897346244
7067 388731  3.0 2.9881405691831033
7067 85488  3.0 3.1967771969467487
7067 486946  1.0 2.843188056413883
7067 1380915  1.0 3.109252563047058
7067 638020  2.0 1.8990210304696147
7067 2106620  1.0 2.163450954691251
7067 261019  4.0 3.237879764597058
7067 148242  4.0 3.0474963988559445
7067 501823  5.0 4.423397779101105
7067 1063117  3.0 3.2989819412105232
7067 724590  3.0 1.9968006747079405
7067 1419103  2.0 2.097944285310874
7067 2404088  2.0 2.6279114770291088
7067 525788  4.0 3.7632327769769063
7067 35824  3.0 2.8919616945262625
7067 2369316  3.0 2.735733970888725
7067 1211709  2.0 2.7783667566939156
7067 2136032  2.0 2.6091403173322276
7067 2617446  5.0 4.211075238899619
7067 1385788  3.0 1.8659018908978289
7067 1018210  3.0 3.231286133866092
7067 2366063  3.0 3.23664250699613
7067 412824  4.0 3.2310442198501943
7067 1181215  3.0 3.235242083783171
7067 2203332  5.0 3.7026806734882967
7067 1571768  1.0 2.282434270726912
7067 386156  1.0 2.5177948805832893
7067 863227  4.0 3.1038434608838306
7067 752094  3.0 2.4804247061467164
7067 2538608  1.0 2.2908717065085207
7067 2367811  3.0 2.740854014483203
7067 1282169  5.0 3.4122521272209814
7067 1634324  4.0 2.870342273567857
